GeneID	Name	KSIJ01	KSIJ02	KSIJ03	KSIJ04	KSIJ05	KSIJ06
gene3920	gpp	537	444	608	780	1251	861
gene3921	rhlB	982	955	994	1533	1876	1636
gene3922	trxA	2080	1543	3094	2557	3064	3337
gene3923	rhoL	4369	4088	7888	4586	6144	6308
gene3924	rho	11998	9964	11722	4134	5596	5621
gene3925	rfe	1008	1034	1298	722	862	1096
gene3926	wzzE	684	862	733	847	1024	1072
gene3927	wecB	619	606	644	877	929	1043
gene3928	wecC	541	444	430	914	984	1180
gene3929	rffG	363	307	260	674	736	816
gene393	yaiW	125	100	116	252	362	313
gene3930	rffH	120	83	84	242	285	263
gene3931	rffC	126	101	132	299	298	359
gene3932	wecE	185	180	200	388	438	471
gene3933	wzxE	99	87	83	239	258	252
gene3934	rffT	168	149	179	257	311	338
gene3935	wzyE	187	182	214	724	666	777
gene3936	rffM	103	111	105	158	158	183
gene3937	yifK	363	297	319	186	256	316
gene3938	argX	7749	4199	15326	11421	9124	12880
gene3939	hisR	21853	13554	46212	50564	33361	34753
gene394	yaiY	47	31	54	5	4	8
gene3940	leuT	4815	4084	9941	833	647	1169
gene3941	proM	9670	4708	20342	17001	10679	18341
gene3942	aslB	554	446	515	53	74	92
gene3943	aslA	60	54	57	51	51	37
gene3944	glmZ	2136	1620	5945	1720	2144	2304
gene3945	hemY	264	186	249	1015	1206	1038
gene3946	hemX	284	339	296	1081	1270	1090
gene3947	hemD	176	177	177	521	662	535
gene3948	hemC	314	230	326	1027	1222	1123
gene3949	cyaA	1643	1540	2065	3322	4341	3794
gene395	yaiZ	42	39	40	143	148	176
gene3950	cyaY	88	120	180	59	86	81
gene3951	yzcX	17	18	20	18	27	20
gene3952	yifL	206	216	277	642	735	601
gene3953	dapF	218	207	259	710	851	707
gene3954	yigA	164	170	182	450	581	477
gene3955	xerC	78	71	87	187	244	203
gene3956	yigB	44	46	27	62	84	71
gene3957	uvrD	651	687	656	616	837	830
gene3958	yigE	25	30	16	2	4	4
gene3959	corA	808	637	690	402	490	523
gene396	ddlA	310	330	358	309	315	294
gene3960	yigF	54	55	124	31	17	19
gene3961	yigG	36	45	46	4	10	2
gene3962	rarD	75	65	87	62	81	72
gene3963	yigI	64	52	102	44	38	73
gene3964	pldA	263	247	365	121	155	165
gene3965	recQ	190	194	201	148	173	188
gene3966	rhtC	83	39	85	119	180	147
gene3967	rhtB	16	19	22	28	33	39
gene3968	pldB	164	180	253	363	424	384
gene3969	yigL	121	67	132	279	343	341
gene397	iraP	186	192	195	30	34	25
gene3970	bioP	78	91	116	147	229	203
gene3971	metR	127	125	149	48	40	34
gene3972	metE	70	63	68	77	95	59
gene3973	ysgA	36	24	25	303	183	132
gene3974	udp	268	197	340	8343	9882	11094
gene3975	rmuC	179	182	179	706	844	971
gene3976	ubiE	446	385	382	591	882	769
gene3977	ubiJ	184	139	172	317	476	499
gene3978	esrE	100	55	64	143	198	234
gene3979	ubiB	808	634	585	971	1306	1450
gene398	phoA	295	328	350	92	105	88
gene3980	tatA	1442	1627	912	831	837	802
gene3981	tatB	569	435	390	618	840	614
gene3982	tatC	428	403	463	753	1039	958
gene3983	tatD	185	138	149	174	298	268
gene3984	rfaH	139	115	217	73	70	82
gene3985	ubiD	930	792	1084	2155	2334	2459
gene3986	fre	347	394	413	1079	1096	1216
gene3987	fadA	33	32	26	15	25	39
gene3988	fadB	74	115	105	29	23	71
gene3989	pepQ	540	575	450	1256	1705	1205
gene399	psiF	57	55	66	35	33	17
gene3990	yigZ	111	123	51	274	281	212
gene3991	trkH	410	439	493	518	722	599
gene3992	hemG	154	128	169	216	263	285
gene3993	rrsA	144	194	197	152	81	78
gene3994	ileT	14	21	16	35	48	56
gene3995	alaT	51	41	30	0	9	7
gene3996	rrlA	104	157	125	147	249	210
gene3997	rrfA	5	11	43	3	8	12
gene3998	mobB	26	22	17	24	31	22
gene3999	mobA	32	22	22	37	37	38
gene4	yaaX	33	40	51	11	11	13
gene40	caiT	21	27	27	14	17	24
gene400	dgcC	81	73	77	28	27	22
gene4000	yihD	167	179	206	650	582	525
gene4001	srkA	771	680	871	1022	1179	1136
gene4002	dsbA	440	383	458	710	702	529
gene4003	yihF	93	78	75	16	9	12
gene4004	yihG	203	226	290	42	44	73
gene4005	polA	582	474	505	1471	1858	1458
gene4006	spf	3589	3238	8944	7439	5114	3834
gene4007	yihA	210	145	241	381	541	611
gene4008	csrC	1615	1486	1651	2766	2821	2240
gene4009	yihI	157	114	132	113	111	55
gene401	proC	57	61	61	154	170	99
gene4010	hemN	261	252	321	631	612	707
gene4011	yshB	264	182	352	183	200	211
gene4012	glnG	157	142	144	308	300	321
gene4013	glnL	100	64	99	142	200	191
gene4014	glnA	2108	1711	2198	2769	3637	3728
gene4015	bipA	9363	7877	8915	3180	4112	3604
gene4016	yihL	71	65	55	164	150	309
gene4017	yihM	88	140	118	229	219	440
gene4018	yihN	121	142	174	19	19	56
gene4019	ompL	35	41	70	5	5	6
gene402	yaiI	69	69	79	252	271	271
gene4020	yihO	67	78	129	46	69	54
gene4021	yihP	9	12	13	4	6	9
gene4022	yihQ	33	18	24	9	10	9
gene4023	yihR	3	10	3	5	5	5
gene4024	yihS	11	7	13	14	15	14
gene4025	yihT	4	0	3	11	11	7
gene4026	yihU	2	0	4	8	7	7
gene4027	yihV	25	31	7	26	17	31
gene4028	yihW	102	90	85	106	108	165
gene4029	yihX	61	121	107	256	301	269
gene403	aroL	652	505	665	681	916	923
gene4030	yihY	177	169	259	835	872	891
gene4031	dtd	126	122	103	516	505	517
gene4032	yiiD	84	61	73	277	291	411
gene4033	yiiE	53	85	87	3	1	8
gene4034	yiiF	55	37	55	5	6	9
gene4035	fdhE	682	515	710	1462	1871	2148
gene4036	fdoI	551	441	506	1272	1480	1512
gene4037	fdoH	2208	2176	1597	5243	5260	5702
gene4038	fdoG	3514	3151	2777	7315	9023	9955
gene4039	fdhD	146	180	117	250	242	287
gene404	yaiA	692	597	626	829	707	653
gene4040	yiiG	119	107	119	8	7	13
gene4041	frvR	47	30	59	49	39	51
gene4042	frvX	18	16	13	35	27	29
gene4043	frvB	12	15	13	10	10	14
gene4044	frvA	12	5	19	5	9	4
gene4045	rhaM	1	6	1	0	1	2
gene4046	rhaD	3	6	6	2	1	5
gene4047	rhaA	11	8	7	10	9	4
gene4048	rhaB	6	6	10	1	8	6
gene4049	rhaS	5	4	15	13	20	8
gene405	aroM	294	364	427	128	143	187
gene4050	rhaR	10	6	5	15	17	31
gene4051	rhaT	29	20	27	14	40	22
gene4052	sodA	1371	971	1460	2268	3201	2570
gene4053	kdgT	20	15	25	12	25	35
gene4054	yiiM	47	42	27	66	114	70
gene4055	cpxA	202	221	161	625	704	515
gene4056	cpxR	325	304	251	575	556	506
gene4057	cpxP	2176	1626	2480	997	1296	1265
gene4058	cpxQ	218	236	381	306	331	199
gene4059	fieF	302	273	351	1153	1262	984
gene406	ppnP	187	129	209	734	947	849
gene4060	pfkA	987	769	902	5346	4739	3680
gene4061	sbp	180	136	139	115	153	146
gene4062	cdh	79	63	79	38	28	43
gene4063	tpiA	783	619	895	4742	5100	4909
gene4064	yiiQ	78	108	103	74	75	58
gene4065	yiiR	54	41	63	53	72	56
gene4066	yiiS	72	78	71	91	97	56
gene4067	uspD	104	83	93	136	107	81
gene4068	fpr	89	57	92	123	199	101
gene4069	glpX	132	137	154	757	1145	1795
gene4070	glpK	132	145	154	4545	8236	10583
gene4071	glpF	57	91	92	1589	2341	3293
gene4072	zapB	1632	1671	1732	2243	2398	2642
gene4073	rraA	1330	1433	1505	5365	4749	5051
gene4074	menA	151	138	132	113	149	161
gene4075	hslU	570	436	638	990	3156	1719
gene4076	hslV	512	513	552	572	1261	874
gene4077	ftsN	465	377	416	427	569	716
gene4078	cytR	108	87	109	393	487	870
gene4079	priA	277	222	279	181	189	230
gene408	ykiD	24	54	27	6	4	2
gene4080	rpmE	15111	18873	12341	3733	3615	5877
gene4081	yiiX	269	288	285	274	321	331
gene4082	metJ	280	310	338	198	214	205
gene4083	metB	144	129	145	90	121	92
gene4084	metL	372	331	348	500	574	554
gene4085	metF	79	117	91	22	25	35
gene4086	katG	464	401	423	3065	3402	2459
gene4087	yijE	78	63	66	167	222	215
gene4088	yijF	11	11	21	10	7	6
gene4089	gldA	25	12	26	336	314	281
gene409	rdgC	130	116	174	94	83	99
gene4090	fsaB	2	2	7	95	85	97
gene4091	ptsA	12	11	19	69	62	81
gene4092	frwC	11	11	15	7	9	40
gene4093	frwB	5	5	6	5	10	23
gene4094	pflD	22	29	48	71	70	160
gene4095	pflC	14	8	8	16	23	50
gene4096	frwD	3	1	4	10	3	10
gene4097	yijO	44	46	65	38	43	39
gene4098	eptC	223	268	308	254	266	353
gene4099	ppc	676	438	440	2080	3079	1871
gene41	fixA	39	51	29	5	8	3
gene410	mak	25	26	32	94	75	45
gene4100	argE	121	90	104	276	290	319
gene4101	argC	53	54	66	71	65	75
gene4102	argB	47	43	47	76	69	44
gene4103	argH	91	107	93	196	197	98
gene4104	oxyS	818	697	1145	1185	512	544
gene4105	oxyR	336	284	314	498	637	554
gene4106	sthA	1100	908	945	1221	1564	1953
gene4107	fabR	887	731	879	1714	2145	2880
gene4108	yijD	383	399	408	735	960	1257
gene4109	trmA	650	596	754	315	373	386
gene411	araJ	71	59	73	91	91	94
gene4110	btuB	735	691	822	1180	1568	1743
gene4111	murI	742	622	949	1590	1775	2381
gene4112	rrsB	3374	4695	5391	4079	2364	1748
gene4113	gltT	4279	6410	4087	388	753	847
gene4114	rrlB	14	8	13	10	6	3
gene4115	rrfB	7	4	3	0	1	2
gene4116	murB	222	178	283	254	239	285
gene4117	birA	161	106	140	133	187	186
gene4118	coaA	357	302	462	164	178	253
gene4119	thrU	620598	349319	916516	327858	197952	232399
gene412	sbcC	88	105	141	250	244	228
gene4120	tyrU	52676	35025	70553	99100	61832	53130
gene4121	glyT	36813	21690	89762	133576	82629	84178
gene4122	thrT	3570	2583	6877	6888	5724	5865
gene4123	tufB	11660	13588	12451	12240	11534	13720
gene4124	secE	2790	2569	2389	1174	1487	2060
gene4125	nusG	7097	6910	4843	1795	1966	2753
gene4126	rplK	8736	6508	9656	5340	5798	6733
gene4127	rplA	36701	26436	38916	19567	22440	27512
gene4128	rplJ	23380	18971	26344	17431	21556	30406
gene4129	rplL	75504	58554	73321	30732	29785	37162
gene413	sbcD	90	89	97	87	111	92
gene4130	rpoB	15055	12826	11242	13229	13276	11584
gene4131	rpoC	19176	15172	15409	27221	25818	25972
gene4132	yjaZ	59	56	63	18	18	32
gene4133	sroH	818	532	1607	966	850	919
gene4134	thiH	26	29	17	47	46	26
gene4135	thiG	12	10	11	20	18	26
gene4136	thiS	10	2	10	9	9	4
gene4137	thiF	19	20	26	27	19	17
gene4138	thiE	13	10	22	24	28	21
gene4139	thiC	218	265	320	290	397	406
gene414	phoB	430	484	490	78	116	84
gene4140	rsd	237	193	318	135	178	257
gene4141	nudC	98	71	68	108	99	86
gene4142	hemE	445	459	454	771	911	975
gene4143	nfi	138	75	84	283	396	377
gene4144	yjaG	440	328	414	434	579	614
gene4145	hupA	2145	1854	2931	5060	6495	6292
gene4146	yjaH	389	292	401	404	550	458
gene4147	zraP	33	23	25	38	52	48
gene4148	zraS	78	75	68	117	136	152
gene4149	zraR	73	64	51	141	165	175
gene415	phoR	317	311	310	93	104	78
gene4150	purD	67	59	55	112	122	138
gene4151	purH	58	52	77	121	182	263
gene4152	rrsE	22	22	10	3	9	15
gene4153	gltV	3502	4856	6325	556	803	1179
gene4154	rrlE	133	102	122	89	186	177
gene4155	rrfE	0	0	0	0	0	0
gene4156	yjaA	303	354	447	27	16	29
gene4157	yjaB	18	14	21	12	22	7
gene4158	metA	271	265	234	57	47	51
gene4159	aceB	88	75	78	42	80	106
gene416	brnQ	510	397	605	423	518	477
gene4160	aceA	21	24	20	50	85	66
gene4161	aceK	44	54	66	240	218	134
gene4162	arpA	119	175	212	12	11	13
gene4163	iclR	166	142	183	328	449	458
gene4164	metH	189	190	194	1103	1386	1315
gene4165	yjbB	88	77	80	326	365	339
gene4166	pepE	22	15	27	354	374	503
gene4167	rluF	100	125	74	76	86	62
gene4168	yjbD	183	158	230	201	323	201
gene4169	lysC	156	131	150	241	365	271
gene417	proY	307	411	407	292	344	431
gene4170	pgi	903	761	854	3708	3206	2278
gene4171	yjbE	7	7	18	1	5	4
gene4172	yjbF	18	29	21	2	2	6
gene4173	yjbG	13	2	7	0	0	1
gene4174	yjbH	37	34	39	25	14	23
gene4175	yjbT	14	14	24	7	8	6
gene4176	psiE	74	65	119	29	24	29
gene4177	xylE	128	133	189	27	59	145
gene4178	malG	17	9	16	60	1680	5973
gene4179	malF	14	24	34	46	937	4845
gene418	malZ	87	69	98	94	224	426
gene4180	malE	24	27	17	734	8828	10846
gene4181	malK	5	0	6	93	2173	7048
gene4182	lamB	28	29	31	785	12978	17012
gene4183	malM	6	11	14	349	1543	3892
gene4185	ubiC	217	162	207	182	272	252
gene4186	ubiA	263	279	311	389	478	506
gene4187	plsB	519	547	565	1172	1141	1536
gene4188	dgkA	82	54	68	60	67	77
gene4189	lexA	1870	1932	2083	2429	3404	2775
gene419	acpH	120	100	156	79	63	75
gene4190	dinF	633	824	727	646	1214	963
gene4191	yjbJ	277	264	380	484	251	320
gene4192	zur	232	159	273	425	541	506
gene4193	yjbL	14	12	23	0	0	0
gene4194	yjbM	85	80	130	2	4	3
gene4195	dusA	558	538	550	234	301	380
gene4196	pspG	165	116	192	24	30	22
gene4197	qorA	108	51	71	298	274	177
gene4198	dnaB	944	771	954	928	1133	1206
gene4199	alr	477	469	526	581	749	721
gene42	fixB	13	35	27	11	15	16
gene420	queA	939	878	916	381	446	715
gene4200	tyrB	175	172	147	205	288	209
gene4201	yjbS	3	3	3	3	1	0
gene4202	aphA	239	379	189	692	811	1668
gene4203	yjbQ	96	83	132	369	430	566
gene4204	yjbR	63	68	55	143	126	94
gene4205	uvrA	840	914	763	1592	1894	1566
gene4206	ssb	700	660	1027	1125	1183	1471
gene4207	yjcB	506	355	446	142	187	179
gene4208	pdeC	86	97	109	60	77	39
gene4209	soxS	374	261	436	1314	1333	860
gene421	tgt	1486	1499	1993	964	973	1378
gene4210	soxR	39	29	16	17	13	16
gene4211	ryjA	82	73	77	97	41	30
gene4212	ghxP	118	94	135	53	38	61
gene4213	yjcE	168	191	211	532	619	513
gene4214	yjcF	45	45	96	3	4	7
gene4215	actP	19	21	35	21	36	44
gene4216	yjcH	4	2	5	1	10	11
gene4217	acs	9	22	15	26	68	58
gene4218	nrfA	53	48	53	589	613	381
gene4219	nrfB	6	10	9	243	183	160
gene422	yajC	996	1095	1233	928	955	966
gene4220	nrfC	8	10	2	227	159	122
gene4221	nrfD	6	8	9	200	145	115
gene4222	nrfE	9	10	29	144	68	66
gene4223	nrfF	1	9	2	11	3	9
gene4224	nrfG	12	20	7	21	13	19
gene4225	gltP	1586	1640	1438	680	946	901
gene4226	yjcO	65	55	67	115	114	107
gene4227	fdhF	97	104	159	684	547	636
gene4228	mdtP	11	13	12	7	22	21
gene4229	mdtO	22	10	16	13	11	10
gene423	secD	2882	2715	3232	3365	3735	4541
gene4230	mdtN	16	21	7	2	1	1
gene4231	ytcA	8	20	22	0	0	0
gene4232	yjcS	33	44	38	6	9	5
gene4233	alsK	8	8	11	30	30	45
gene4234	alsE	23	18	16	28	59	56
gene4235	alsC	19	13	18	13	38	37
gene4236	alsA	45	48	66	14	14	32
gene4237	alsB	31	42	36	33	43	100
gene4238	alsR	136	103	161	313	379	720
gene4239	rpiB	27	18	23	31	48	85
gene424	secF	956	910	1278	1114	1487	1358
gene4240	yjdP	52	42	30	24	50	49
gene4241	phnP	18	12	50	93	37	106
gene4242	phnO	4	3	7	26	14	17
gene4243	phnN	1	7	9	10	7	11
gene4244	phnM	3	6	3	3	1	2
gene4245	phnL	2	2	2	3	2	3
gene4246	phnK	0	0	1	1	0	1
gene4247	phnJ	1	0	0	0	0	1
gene4248	phnI	0	0	0	0	1	0
gene4249	phnH	0	2	0	1	0	0
gene425	yajD	71	64	84	73	93	81
gene4250	phnG	0	2	0	0	0	0
gene4251	phnF	0	0	0	0	0	0
gene4253	phnD	12	11	7	5	1	6
gene4254	phnC	6	1	10	2	1	2
gene4255	yjdN	14	11	15	20	7	6
gene4256	yjdM	362	334	460	181	195	227
gene4257	crfC	2384	2382	2596	3766	4346	4506
gene4258	yjcZ	2465	3135	2125	6887	7537	9369
gene4259	proP	7640	7564	8473	2570	3011	1874
gene426	tsx	715	1057	753	5751	8375	13966
gene4260	pmrR	1330	1859	1230	413	452	316
gene4261	basS	27	26	41	113	121	102
gene4262	basR	42	31	37	111	154	130
gene4263	eptA	12	9	27	23	26	32
gene4264	adiC	51	49	52	44	37	30
gene4265	adiY	38	29	40	39	46	18
gene4266	adiA	22	22	36	83	85	127
gene4267	melR	10	11	12	131	95	129
gene4268	melA	51	57	52	61	47	18
gene4269	melB	76	64	109	61	66	62
gene427	yajI	72	59	77	24	31	20
gene4270	yjdF	11	15	11	6	21	18
gene4271	fumB	52	22	26	227	218	162
gene4272	dcuB	25	33	35	50	51	70
gene4273	dcuR	111	91	114	133	222	203
gene4274	dcuS	275	224	275	328	370	372
gene4275	yjdI	11	15	14	25	17	10
gene4276	yjdJ	12	12	5	28	12	7
gene4277	ghoS	47	30	47	56	45	43
gene4278	ghoT	48	38	58	59	67	82
gene4279	lysU	797	841	888	5348	4955	3622
gene428	nrdR	188	145	158	284	327	254
gene4280	dtpC	39	22	33	328	92	92
gene4281	cadA	102	93	131	1554	348	296
gene4282	cadB	274	273	276	1375	249	226
gene4283	cadC	240	238	437	133	111	109
gene4285	pheU	33	30	63	12	10	15
gene4286	yjdC	64	52	78	225	198	149
gene4287	dsbD	119	122	89	256	293	282
gene4288	cutA	84	83	90	114	132	153
gene4289	dcuA	508	492	571	4531	5926	5401
gene429	ribD	296	189	205	510	646	475
gene4290	aspA	563	596	820	30808	31863	40665
gene4291	fxsA	80	59	109	121	283	274
gene4292	yjeH	129	102	135	178	263	318
gene4293	groS	1738	1644	1295	3198	6330	3406
gene4294	groL	6204	5122	4892	13333	28767	15502
gene4295	yjeI	129	95	118	340	340	324
gene4296	yjeJ	301	320	398	28	20	23
gene4297	epmB	737	675	886	438	453	578
gene4298	efp	2626	2106	3378	1402	1626	2475
gene4299	ecnA	181	123	204	45	68	85
gene43	fixC	12	11	17	4	11	6
gene430	ribE	509	466	515	461	617	427
gene4300	ecnB	141	146	261	321	159	131
gene4301	gdx	238	191	336	183	202	287
gene4302	blc	16	19	6	136	72	40
gene4303	ampC	37	36	56	88	81	99
gene4304	frdD	71	46	104	1536	1726	1698
gene4305	frdC	50	28	56	1604	1797	1798
gene4306	frdB	33	17	15	2794	3442	3048
gene4307	frdA	86	85	60	5323	7312	5507
gene4308	epmA	823	839	1250	202	227	229
gene4309	yjeM	340	396	431	75	97	83
gene431	nusB	1273	1253	1342	1161	1399	1215
gene4310	yjeN	43	38	57	9	12	20
gene4311	yjeO	75	91	105	15	16	26
gene4312	mscM	483	419	473	773	872	894
gene4313	psd	566	491	324	449	569	444
gene4314	rsgA	737	539	669	1111	1392	1355
gene4315	orn	143	113	147	188	249	256
gene4316	glyV	166	253	423	44	43	62
gene4317	glyX	129	118	226	78	69	71
gene4318	glyY	158	147	291	84	61	68
gene4319	yjeV	102	136	167	4	2	14
gene432	thiL	418	356	353	431	491	430
gene4320	queG	252	216	311	591	718	770
gene4321	nnr	339	360	369	440	504	539
gene4322	tsaE	80	52	58	95	98	109
gene4323	amiB	363	321	434	688	900	932
gene4324	mutL	877	716	893	1370	1785	1868
gene4325	miaA	1211	1088	1378	2748	4390	3035
gene4326	hfq	1029	1094	1303	2801	3001	2548
gene4327	hflX	1078	921	965	2006	2608	2248
gene4328	hflK	669	569	664	1624	2403	1517
gene4329	hflC	1449	1252	1350	2302	3173	2368
gene433	pgpA	387	389	436	977	1143	1262
gene4330	yjeT	40	29	48	20	28	19
gene4331	purA	3363	2981	3162	3994	4927	4720
gene4332	nsrR	4523	5063	5973	2045	2388	3073
gene4333	rnr	4655	4540	3628	3085	3803	3434
gene4334	rlmB	859	720	841	493	500	521
gene4335	yjfI	212	168	246	14	10	5
gene4336	yjfJ	113	104	93	6	7	3
gene4337	yjfK	143	163	147	7	7	9
gene4338	yjfL	78	64	85	4	4	1
gene4339	yjfM	285	460	167	11	11	10
gene434	yajO	442	445	256	662	538	570
gene4340	yjfC	448	428	159	19	22	25
gene4341	aidB	37	69	47	84	56	21
gene4342	yjfN	53	46	53	124	104	137
gene4343	bsmA	38	26	32	128	84	112
gene4344	yjfP	30	29	24	27	54	64
gene4345	ulaR	65	64	78	82	78	66
gene4346	ulaG	41	53	19	41	53	44
gene4347	ulaA	15	10	14	14	19	28
gene4348	ulaB	3	0	5	3	6	10
gene4349	ulaC	15	7	10	11	10	12
gene435	dxs	497	417	604	946	968	1292
gene4350	ulaD	9	14	18	15	27	24
gene4351	ulaE	8	13	17	16	38	17
gene4352	ulaF	13	8	22	27	20	24
gene4353	yjfY	19	13	8	3	4	1
gene4354	rpsF	7049	6066	8037	3712	4683	4546
gene4355	priB	5795	5815	6491	2955	3816	3272
gene4356	rpsR	3331	3399	3592	1617	1937	1440
gene4357	rplI	9231	6789	11619	2928	3651	3165
gene4358	yjfZ	77	87	137	15	13	16
gene436	ispA	2853	3418	1024	2116	1466	2428
gene4360	ytfB	169	134	207	272	405	370
gene4361	fklB	284	186	276	444	643	681
gene4362	cycA	1015	959	939	352	421	471
gene4363	ytfE	64	62	102	33	44	26
gene4364	ytfF	94	83	124	88	118	126
gene4365	qorB	19	14	14	37	40	36
gene4366	ytfH	22	31	21	21	30	22
gene4367	cpdB	108	98	97	218	269	324
gene4368	cysQ	102	108	136	333	341	289
gene4369	ytfI	165	285	227	22	15	19
gene437	xseB	239	229	311	324	391	512
gene4370	ytfJ	84	44	60	73	103	107
gene4371	ytfK	448	481	915	1320	1041	1415
gene4372	ytfL	670	709	1096	215	235	263
gene4373	msrA	24	33	36	127	115	92
gene4374	tamA	382	323	381	517	551	539
gene4375	tamB	627	547	732	1526	1615	1331
gene4376	ytfP	168	156	265	177	215	213
gene4377	yzfA	5	5	3	1	2	3
gene4378	chpS	44	86	47	54	44	30
gene4379	chpB	288	309	530	538	387	368
gene438	thiI	739	510	747	407	431	567
gene4380	ppa	4252	4209	4351	5030	4794	5691
gene4381	ytfQ	58	70	54	37	36	32
gene4382	ytfR	40	31	35	28	41	48
gene4383	ytfT	7	8	2	26	26	18
gene4384	yjfF	13	17	16	56	72	80
gene4385	fbp	340	286	289	323	404	375
gene4386	mpl	340	314	341	396	501	436
gene4387	yjgA	2258	3101	1713	661	639	660
gene4388	pmbA	293	266	232	632	710	474
gene439	yajL	118	87	116	203	199	151
gene4390	nrdG	40	40	47	83	94	94
gene4391	nrdD	77	70	94	497	461	438
gene4392	treC	18	4	19	1417	1352	2170
gene4393	treB	42	25	42	2921	2843	7325
gene4394	treR	91	90	109	67	84	76
gene4395	mgtL	2677	2886	4538	2291	3605	3435
gene4396	mgtA	1614	1629	1989	1331	1499	1701
gene4397	ridA	476	482	548	951	1013	892
gene4398	pyrI	6	17	14	25	25	10
gene4399	pyrB	20	21	14	11	8	9
gene44	fixX	1	11	3	3	1	3
gene440	panE	120	139	132	238	261	210
gene4400	pyrL	45	61	129	5	3	9
gene4401	yjgH	13	13	29	9	9	16
gene4402	bdcA	5	17	18	10	12	25
gene4403	bdcR	132	147	149	101	99	113
gene4404	tabA	119	147	101	396	391	252
gene4405	yjgL	120	128	228	71	41	45
gene4406	argI	32	29	49	38	62	42
gene4407	rraB	886	735	975	2284	2386	2150
gene4408	yjgM	122	100	141	68	83	82
gene4409	yjgN	54	76	87	9	9	10
gene441	yajQ	362	332	512	467	453	419
gene4410	valS	2192	1973	2047	2894	3219	2477
gene4411	holC	303	297	427	512	529	448
gene4412	pepA	1177	1048	1082	1573	1627	1454
gene4413	lptF	542	461	580	631	957	778
gene4414	lptG	594	466	577	612	767	622
gene4415	yjgR	81	68	73	90	61	49
gene4416	idnR	83	79	103	47	44	43
gene4417	idnT	81	81	110	89	130	119
gene4418	idnO	79	125	104	41	32	46
gene4419	idnD	39	59	35	13	15	24
gene442	yajR	329	311	347	204	203	250
gene4420	idnK	62	58	60	7	7	16
gene4421	ahr	23	25	27	314	117	81
gene4422	leuX	8325	5386	12395	19422	9449	10067
gene4424	insC-6	6	9	4	1	1	0
gene4425	insD-6	5	4	9	1	0	0
gene4427	yjgZ	15	6	4	3	4	7
gene4428	insG	184	172	228	84	114	87
gene4429	yjhB	154	199	242	214	171	88
gene443	cyoE	1283	1299	1158	1539	2034	2614
gene4430	yjhC	302	434	413	437	343	175
gene4431	ythA	34	56	18	3	2	2
gene4435	insI-3	5	2	2	2	6	5
gene4438	fecE	155	147	151	437	689	540
gene4439	fecD	119	103	77	445	761	612
gene444	cyoD	703	562	673	776	1215	1394
gene4440	fecC	112	87	89	367	720	579
gene4441	fecB	503	355	345	1094	2194	1779
gene4442	fecA	1448	1178	1147	1847	4407	3649
gene4443	fecR	412	321	364	108	299	267
gene4444	fecI	954	765	1188	310	568	572
gene4445	insA-7	118	133	124	146	224	185
gene4447	yjhU	208	188	275	370	512	374
gene4448	yjhF	102	102	112	24	27	40
gene4449	yjhG	105	114	160	101	106	136
gene445	cyoC	1332	1086	1408	1585	2838	3351
gene4450	yjhH	145	169	228	42	64	90
gene4451	yjhI	145	181	87	22	22	15
gene4452	sgcR	48	30	63	38	51	38
gene4453	sgcE	13	12	19	21	25	21
gene4454	sgcA	8	8	6	14	10	11
gene4455	ryjB	497	569	837	1787	1890	2585
gene4456	sgcQ	13	11	24	17	19	15
gene4457	sgcC	24	18	22	34	42	44
gene4458	sgcB	5	12	10	11	5	4
gene4459	sgcX	39	61	44	36	25	44
gene446	cyoB	3223	2428	3054	1972	3059	3727
gene4461	yjhP	11	18	12	55	56	71
gene4462	yjhQ	17	7	21	44	34	44
gene4463	topAI	65	30	68	159	164	266
gene4466	nanS	47	45	59	10	9	5
gene4467	nanM	120	111	136	30	25	22
gene4468	nanC	54	62	82	23	29	12
gene4469	fimB	2155	2324	2714	146	168	117
gene447	cyoA	14013	15165	6863	1510	1748	2529
gene4470	fimE	696	725	1019	57	81	75
gene4471	fimA	756	667	790	1150	1200	1210
gene4472	fimI	116	117	148	45	60	40
gene4473	fimC	170	195	176	50	51	33
gene4474	fimD	673	916	924	388	547	573
gene4475	fimF	87	95	95	27	20	28
gene4476	fimG	44	42	45	12	14	18
gene4477	fimH	82	73	96	34	56	46
gene4478	gntP	13	12	20	84	83	185
gene4479	uxuA	215	239	236	223	260	445
gene448	ampG	421	346	458	556	620	899
gene4480	uxuB	131	88	114	169	231	379
gene4481	uxuR	224	178	233	253	327	245
gene4482	yjiC	178	163	201	7	5	2
gene4483	ytiC	11	8	11	0	0	0
gene4484	ytiD	21	11	25	2	1	0
gene4485	idlP	65	45	93	24	31	44
gene4486	iraD	71	80	117	32	46	63
gene4487	hypT	205	178	209	140	173	183
gene4488	iadA	467	635	319	554	476	672
gene4489	yjiG	17	9	11	6	11	13
gene449	yajG	385	365	441	318	361	419
gene4490	yjiH	12	6	13	8	5	8
gene4491	kptA	23	18	26	30	36	20
gene4492	yjiJ	36	36	77	18	24	34
gene4493	yjiK	43	110	67	36	26	39
gene4494	ytiA	4	1	5	5	2	12
gene4495	yjiL	15	7	17	30	22	20
gene4496	yjiM	28	25	22	131	119	148
gene4497	yjiN	65	73	65	259	224	223
gene4498	mdtM	68	68	75	118	157	156
gene45	yaaU	20	13	26	16	14	8
gene450	bolA	324	288	492	2208	1591	1108
